Name,Time,RowCount,ColumnCount,ThreadNum
SequentialTest,4.73785,1000,1000,1
SequentialTest,4.73958,1000,1000,2
SequentialTest,4.78439,1000,1000,3
SequentialTest,4.95451,1000,1000,4
SequentialTest,4.84678,1000,1000,5
SequentialTest,4.82071,1000,1000,6
SequentialTest,5.02184,1000,1000,7
SequentialTest,4.9139,1000,1000,8
SequentialTest,4.93851,1000,1000,9
